index,speaker,target_word,condition,random_seed,target_ctc_loss,raw_prediction,mapped_prediction,mapped_correct,target_rank,perturbation_linf,perturbation_rms
38,M04,corn,random,1,93.11213684082031,wuat,at,0,110,0.00014001131057739258,7.729220237733638e-05
38,M04,corn,random,2,93.41268920898438,wuat,at,0,110,0.00014001131057739258,7.729220233982403e-05
38,M04,corn,random,3,93.07002258300781,what,hat,0,123,0.00014001131057739258,7.72922023377486e-05
38,M04,corn,random,4,92.89913940429688,wuat,at,0,110,0.00014001131057739258,7.729220234686869e-05
39,F04,barn,original,-1,112.72555541992188,mine,mike,0,93,0.00014001131057739258,7.781295852683632e-05
39,F04,barn,adversarial,-1,104.61563873291016,barn,barn,1,1,0.00014001131057739258,7.781295852683632e-05
39,F04,barn,random,0,113.31507110595703,mine,mike,0,93,0.00014001131057739258,7.781295853665597e-05
39,F04,barn,random,1,112.73434448242188,mine,mike,0,93,0.00014001131057739258,7.781295853711191e-05
39,F04,barn,random,2,113.11653900146484,mine,mike,0,93,0.00014001131057739258,7.781295853519064e-05
39,F04,barn,random,3,111.96485900878906,mine,mike,0,93,0.00014001131057739258,7.781295855134258e-05
39,F04,barn,random,4,113.44792175292969,mine,mike,0,93,0.00014001131057739258,7.781295852043978e-05
40,F03,knew,original,-1,97.73220825195312,ter,air,0,90,0.0001200009137392044,8.655395147843635e-05
40,F03,knew,adversarial,-1,109.3624496459961,new,knew,1,1,0.0001200009137392044,8.655395147843635e-05
40,F03,knew,random,0,95.28807067871094,ter,air,0,90,0.0001200009137392044,8.655395142740737e-05
40,F03,knew,random,1,95.98109436035156,ter,air,0,90,0.0001200009137392044,8.655395150166947e-05
40,F03,knew,random,2,93.39266967773438,ter,air,0,90,0.0001200009137392044,8.655395148040114e-05
40,F03,knew,random,3,95.59876251220703,ter,air,0,90,0.0001200009137392044,8.65539514892106e-05
40,F03,knew,random,4,95.48435974121094,ter,air,0,90,0.0001200009137392044,8.655395148963432e-05
41,M02,two,original,-1,70.51836395263672,cu,a,0,89,8.000433444976807e-05,5.5312786360895814e-05
41,M02,two,adversarial,-1,86.71055603027344,two,two,1,1,8.000433444976807e-05,5.5312786360895814e-05
41,M02,two,random,0,69.90569305419922,cu,a,0,89,8.000433444976807e-05,5.531278636797895e-05
41,M02,two,random,1,71.22200775146484,cu,a,0,89,8.000433444976807e-05,5.5312786361233746e-05
41,M02,two,random,2,69.82405090332031,cu,a,0,89,8.000433444976807e-05,5.531278635913884e-05
41,M02,two,random,3,70.49661254882812,cu,a,0,89,8.000433444976807e-05,5.531278635818266e-05
41,M02,two,random,4,70.01020050048828,cu,a,0,89,8.000433444976807e-05,5.5312786368174104e-05
42,M01,back,original,-1,109.16796112060547,mike,mike,0,86,8.00006091594696e-05,5.769649467607854e-05
42,M01,back,adversarial,-1,96.34498596191406,back,back,1,1,8.00006091594696e-05,5.769649467607854e-05
42,M01,back,random,0,109.88258361816406,mike,mike,0,86,8.00006091594696e-05,5.769649465856131e-05
42,M01,back,random,1,109.92365264892578,mike,mike,0,86,8.00006091594696e-05,5.769649469409427e-05
42,M01,back,random,2,110.3206787109375,mike,mike,0,86,8.00006091594696e-05,5.7696494683069774e-05
42,M01,back,random,3,109.82756042480469,mike,mike,0,86,8.00006091594696e-05,5.76964946536941e-05
42,M01,back,random,4,109.1749267578125,mike,mike,0,86,8.00006091594696e-05,5.7696494654062825e-05
43,M01,pat,original,-1,68.8804702758789,ti,tie,0,82,0.0001600012183189392,0.00011991969741909814
43,M01,pat,adversarial,-1,73.92578887939453,pat,pat,1,1,0.0001600012183189392,0.00011991969741909814
43,M01,pat,random,0,69.24947357177734,ti,tie,0,82,0.0001600012183189392,0.00011991969741846922
43,M01,pat,random,1,69.08969116210938,ti,tie,0,82,0.0001600012183189392,0.00011991969741986417
43,M01,pat,random,2,68.64924621582031,ti,tie,0,82,0.0001600012183189392,0.00011991969743886517
43,M01,pat,random,3,69.17828369140625,ti,tie,0,82,0.0001600012183189392,0.00011991969742449499
43,M01,pat,random,4,69.19795989990234,ti,tie,0,82,0.0001600012183189392,0.00011991969739421998
44,M05,up,original,-1,61.75339889526367,ah puh,alpha,0,80,0.0001800060272216797,0.0001034112432401653
44,M05,up,adversarial,-1,53.4366569519043,ah pu,chip,0,56,0.0001800060272216797,0.0001034112432401653
44,M05,up,random,0,61.829742431640625,ah puh,alpha,0,80,0.0001800060272216797,0.00010341124326202877
44,M05,up,random,1,61.56583786010742,ah pu,chip,0,56,0.0001800060272216797,0.00010341124327619407
44,M05,up,random,2,61.38408279418945,ah puh,alpha,0,80,0.0001800060272216797,0.00010341124320577517
44,M05,up,random,3,60.8909912109375,ah puh,alpha,0,80,0.0001800060272216797,0.00010341124326087287
44,M05,up,random,4,62.003875732421875,ah puh,alpha,0,80,0.0001800060272216797,0.00010341124320044769
45,M02,white,original,-1,166.7742462158203,why,shy,0,80,0.0001200009137392044,9.08131888922084e-05
45,M02,white,adversarial,-1,133.32391357421875,white,white,1,1,0.0001200009137392044,9.08131888922084e-05
45,M02,white,random,0,164.70960998535156,why,shy,0,80,0.0001200009137392044,9.08131888942131e-05
45,M02,white,random,1,167.72377014160156,why,shy,0,80,0.0001200009137392044,9.081318889558285e-05
45,M02,white,random,2,165.60459899902344,why,shy,0,80,0.0001200009137392044,9.08131888892239e-05
45,M02,white,random,3,165.3548583984375,why,shy,0,80,0.0001200009137392044,9.08131888901436e-05
45,M02,white,random,4,166.72787475585938,why,shy,0,80,0.0001200009137392044,9.081318888271768e-05
46,M05,seven,original,-1,144.6143798828125,sairine,air,0,80,0.00020000338554382324,0.00011461202995752914
46,M05,seven,adversarial,-1,132.2158660888672,serlin,rain,0,3,0.00020000338554382324,0.00011461202995752914
46,M05,seven,random,0,143.5684814453125,sairene,air,0,13,0.00020000338554382324,0.0001146120299357089
46,M05,seven,random,1,143.4855499267578,sairene,air,0,13,0.00020000338554382324,0.00011461202996583916
46,M05,seven,random,2,144.72142028808594,sairrene,air,0,18,0.00020000338554382324,0.00011461202998175839
46,M05,seven,random,3,145.21128845214844,sairene,air,0,13,0.00020000338554382324,0.00011461202995879214
46,M05,seven,random,4,145.22271728515625,sairene,air,0,13,0.00020000338554382324,0.00011461202994418613
47,M05,zip,original,-1,79.3958511352539,esit,sit,0,76,0.0001800060272216797,9.953411375134892e-05
47,M05,zip,adversarial,-1,68.7879867553711,zip,zip,1,1,0.0001800060272216797,9.953411375134892e-05
47,M05,zip,random,0,80.36151123046875,esit,sit,0,76,0.0001800060272216797,9.95341137747755e-05
47,M05,zip,random,1,78.53150177001953,esit,sit,0,76,0.0001800060272216797,9.953411378208198e-05
47,M05,zip,random,2,80.83216857910156,esit,sit,0,76,0.0001800060272216797,9.953411377416e-05
47,M05,zip,random,3,79.6977767944336,esit,sit,0,76,0.0001800060272216797,9.95341137923718e-05
47,M05,zip,random,4,80.26085662841797,esit,sit,0,76,0.0001800060272216797,9.95341137640657e-05
48,M05,sierra,original,-1,157.62677001953125,fera,beta,0,76,8.000433444976807e-05,5.166325866436777e-05
48,M05,sierra,adversarial,-1,155.4485626220703,fiera,sierra,1,1,8.000433444976807e-05,5.166325866436777e-05
48,M05,sierra,random,0,156.70069885253906,fera,beta,0,76,8.000433444976807e-05,5.1663258658802544e-05
48,M05,sierra,random,1,156.3588104248047,fera,beta,0,76,8.000433444976807e-05,5.1663258659371174e-05
48,M05,sierra,random,2,156.5474090576172,fera,beta,0,76,8.000433444976807e-05,5.166325866544161e-05
48,M05,sierra,random,3,157.42160034179688,fera,beta,0,76,8.000433444976807e-05,5.1663258656430635e-05
48,M05,sierra,random,4,156.09120178222656,fera,beta,0,76,8.000433444976807e-05,5.1663258667299816e-05
49,M01,sip,original,-1,67.67198181152344,hy,he,0,74,0.00010000169277191162,4.9003467588941875e-05
49,M01,sip,adversarial,-1,64.96269226074219,sip,sip,1,1,0.00010000169277191162,4.9003467588941875e-05
49,M01,sip,random,0,66.69744873046875,hy,he,0,74,0.00010000169277191162,4.900346759651307e-05
49,M01,sip,random,1,66.81985473632812,hyp,chip,0,15,0.00010000169277191162,4.900346759821375e-05
49,M01,sip,random,2,66.78693389892578,hyp,chip,0,15,0.00010000169277191162,4.900346758599697e-05
49,M01,sip,random,3,67.5504150390625,hy,he,0,74,0.00010000169277191162,4.9003467583764024e-05
49,M01,sip,random,4,66.17871856689453,hyp,chip,0,15,0.00010000169277191162,4.9003467609798245e-05
