speaker,split,utt_id,target_word,condition,epsilon,steps,raw_prediction,mapped_prediction,mapped_correct,target_rank,top3_hit,top5_hit,top10_hit,target_distance,duration_sec,wav_head_path,baseline_raw_prediction,baseline_mapped_prediction,baseline_target_rank,baseline_target_distance
F03,test,74,dark,pgd_wrong_subset,0.00018,3,dol,no,0,3,1,1,1,3,1.004625,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0074.wav,do,no,3,3
F03,test,74,dark,pgd_wrong_subset,0.0002,2,don,no,0,3,1,1,1,3,1.004625,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0074.wav,do,no,3,3
F03,test,74,dark,pgd_wrong_subset,0.0002,3,done,dark,1,1,1,1,1,3,1.004625,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0074.wav,do,no,3,3
F03,test,113,sip,baseline_wrong,0,0,su,no,0,2,1,1,1,2,1.5349375,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0113.wav,,,,
F03,test,113,sip,pgd_wrong_subset,8e-05,2,su,no,0,2,1,1,1,2,1.5349375,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0113.wav,su,no,2,2
F03,test,113,sip,pgd_wrong_subset,8e-05,3,sup,sip,1,1,1,1,1,1,1.5349375,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0113.wav,su,no,2,2
F03,test,113,sip,pgd_wrong_subset,0.0001,2,su,no,0,2,1,1,1,2,1.5349375,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0113.wav,su,no,2,2
F03,test,113,sip,pgd_wrong_subset,0.0001,3,te,no,0,4,0,1,1,3,1.5349375,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0113.wav,su,no,2,2
F03,test,113,sip,pgd_wrong_subset,0.00012,2,su,no,0,2,1,1,1,2,1.5349375,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0113.wav,su,no,2,2
F03,test,113,sip,pgd_wrong_subset,0.00012,3,te,no,0,4,0,1,1,3,1.5349375,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0113.wav,su,no,2,2
F03,test,113,sip,pgd_wrong_subset,0.00014,2,fot,bit,0,4,0,1,1,3,1.5349375,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0113.wav,su,no,2,2
F03,test,113,sip,pgd_wrong_subset,0.00014,3,sup,sip,1,1,1,1,1,1,1.5349375,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0113.wav,su,no,2,2
F03,test,113,sip,pgd_wrong_subset,0.00016,2,sup,sip,1,1,1,1,1,1,1.5349375,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0113.wav,su,no,2,2
F03,test,113,sip,pgd_wrong_subset,0.00016,3,to,no,0,3,1,1,1,3,1.5349375,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0113.wav,su,no,2,2
F03,test,113,sip,pgd_wrong_subset,0.00018,2,sup,sip,1,1,1,1,1,1,1.5349375,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0113.wav,su,no,2,2
F03,test,113,sip,pgd_wrong_subset,0.00018,3,sup,sip,1,1,1,1,1,1,1.5349375,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0113.wav,su,no,2,2
F03,test,113,sip,pgd_wrong_subset,0.0002,2,top,no,0,2,1,1,1,2,1.5349375,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0113.wav,su,no,2,2
F03,test,113,sip,pgd_wrong_subset,0.0002,3,top,no,0,2,1,1,1,2,1.5349375,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session1\wav_headMic\0113.wav,su,no,2,2
F03,test,107,bit,baseline_wrong,0,0,f,no,0,2,1,1,1,3,1.76,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session2\wav_headMic\0107.wav,,,,
F03,test,107,bit,pgd_wrong_subset,8e-05,2,,no,0,2,1,1,1,3,1.76,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session2\wav_headMic\0107.wav,f,no,2,3
F03,test,107,bit,pgd_wrong_subset,8e-05,3,,no,0,2,1,1,1,3,1.76,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session2\wav_headMic\0107.wav,f,no,2,3
F03,test,107,bit,pgd_wrong_subset,0.0001,2,,no,0,2,1,1,1,3,1.76,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session2\wav_headMic\0107.wav,f,no,2,3
F03,test,107,bit,pgd_wrong_subset,0.0001,3,,no,0,2,1,1,1,3,1.76,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session2\wav_headMic\0107.wav,f,no,2,3
F03,test,107,bit,pgd_wrong_subset,0.00012,2,,no,0,2,1,1,1,3,1.76,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session2\wav_headMic\0107.wav,f,no,2,3
F03,test,107,bit,pgd_wrong_subset,0.00012,3,,no,0,2,1,1,1,3,1.76,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session2\wav_headMic\0107.wav,f,no,2,3
F03,test,107,bit,pgd_wrong_subset,0.00014,2,,no,0,2,1,1,1,3,1.76,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session2\wav_headMic\0107.wav,f,no,2,3
F03,test,107,bit,pgd_wrong_subset,0.00014,3,,no,0,2,1,1,1,3,1.76,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session2\wav_headMic\0107.wav,f,no,2,3
F03,test,107,bit,pgd_wrong_subset,0.00016,2,,no,0,2,1,1,1,3,1.76,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session2\wav_headMic\0107.wav,f,no,2,3
F03,test,107,bit,pgd_wrong_subset,0.00016,3,,no,0,2,1,1,1,3,1.76,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session2\wav_headMic\0107.wav,f,no,2,3
F03,test,107,bit,pgd_wrong_subset,0.00018,2,,no,0,2,1,1,1,3,1.76,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session2\wav_headMic\0107.wav,f,no,2,3
F03,test,107,bit,pgd_wrong_subset,0.00018,3,,no,0,2,1,1,1,3,1.76,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session2\wav_headMic\0107.wav,f,no,2,3
F03,test,107,bit,pgd_wrong_subset,0.0002,2,,no,0,2,1,1,1,3,1.76,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session2\wav_headMic\0107.wav,f,no,2,3
F03,test,107,bit,pgd_wrong_subset,0.0002,3,,no,0,2,1,1,1,3,1.76,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session2\wav_headMic\0107.wav,f,no,2,3
F03,test,161,sip,baseline_wrong,0,0,shirt,sheet,0,3,1,1,1,3,1.315,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session3\wav_headMic\0161.wav,,,,
F03,test,161,sip,pgd_wrong_subset,8e-05,2,tur,bit,0,5,0,1,1,3,1.315,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session3\wav_headMic\0161.wav,shirt,sheet,3,3
F03,test,161,sip,pgd_wrong_subset,8e-05,3,cur,bit,0,5,0,1,1,3,1.315,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session3\wav_headMic\0161.wav,shirt,sheet,3,3
F03,test,161,sip,pgd_wrong_subset,0.0001,2,tu,no,0,3,1,1,1,3,1.315,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session3\wav_headMic\0161.wav,shirt,sheet,3,3
F03,test,161,sip,pgd_wrong_subset,0.0001,3,,no,0,3,1,1,1,3,1.315,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session3\wav_headMic\0161.wav,shirt,sheet,3,3
F03,test,161,sip,pgd_wrong_subset,0.00012,2,turk,dark,0,6,0,0,1,4,1.315,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session3\wav_headMic\0161.wav,shirt,sheet,3,3
F03,test,161,sip,pgd_wrong_subset,0.00012,3,shir,sip,1,1,1,1,1,2,1.315,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session3\wav_headMic\0161.wav,shirt,sheet,3,3
F03,test,161,sip,pgd_wrong_subset,0.00014,2,chirk,dark,0,6,0,0,1,4,1.315,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session3\wav_headMic\0161.wav,shirt,sheet,3,3
F03,test,161,sip,pgd_wrong_subset,0.00014,3,t,bit,0,3,1,1,1,3,1.315,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session3\wav_headMic\0161.wav,shirt,sheet,3,3
F03,test,161,sip,pgd_wrong_subset,0.00016,2,chirk,dark,0,6,0,0,1,4,1.315,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session3\wav_headMic\0161.wav,shirt,sheet,3,3
F03,test,161,sip,pgd_wrong_subset,0.00016,3,t,bit,0,3,1,1,1,3,1.315,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session3\wav_headMic\0161.wav,shirt,sheet,3,3
F03,test,161,sip,pgd_wrong_subset,0.00018,2,kr,no,0,5,0,1,1,3,1.315,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session3\wav_headMic\0161.wav,shirt,sheet,3,3
F03,test,161,sip,pgd_wrong_subset,0.00018,3,,no,0,3,1,1,1,3,1.315,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session3\wav_headMic\0161.wav,shirt,sheet,3,3
F03,test,161,sip,pgd_wrong_subset,0.0002,2,,no,0,3,1,1,1,3,1.315,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session3\wav_headMic\0161.wav,shirt,sheet,3,3
F03,test,161,sip,pgd_wrong_subset,0.0002,3,tu,no,0,3,1,1,1,3,1.315,D:\audio_adv_experiment\datasets\TORGO.F\F03\Session3\wav_headMic\0161.wav,shirt,sheet,3,3
F04,dev,240,right,baseline_wrong,0,0,rite,bit,0,2,1,1,1,3,2.795,D:\audio_adv_experiment\datasets\TORGO.F\F04\Session2\wav_headMic\0240.wav,,,,
F04,dev,240,right,pgd_wrong_subset,8e-05,2,rite,bit,0,2,1,1,1,3,2.795,D:\audio_adv_experiment\datasets\TORGO.F\F04\Session2\wav_headMic\0240.wav,rite,bit,2,3
F04,dev,240,right,pgd_wrong_subset,8e-05,3,rite,bit,0,2,1,1,1,3,2.795,D:\audio_adv_experiment\datasets\TORGO.F\F04\Session2\wav_headMic\0240.wav,rite,bit,2,3
F04,dev,240,right,pgd_wrong_subset,0.0001,2,rite,bit,0,2,1,1,1,3,2.795,D:\audio_adv_experiment\datasets\TORGO.F\F04\Session2\wav_headMic\0240.wav,rite,bit,2,3
F04,dev,240,right,pgd_wrong_subset,0.0001,3,rite,bit,0,2,1,1,1,3,2.795,D:\audio_adv_experiment\datasets\TORGO.F\F04\Session2\wav_headMic\0240.wav,rite,bit,2,3
F04,dev,240,right,pgd_wrong_subset,0.00012,2,rite,bit,0,2,1,1,1,3,2.795,D:\audio_adv_experiment\datasets\TORGO.F\F04\Session2\wav_headMic\0240.wav,rite,bit,2,3
F04,dev,240,right,pgd_wrong_subset,0.00012,3,rite,bit,0,2,1,1,1,3,2.795,D:\audio_adv_experiment\datasets\TORGO.F\F04\Session2\wav_headMic\0240.wav,rite,bit,2,3
F04,dev,240,right,pgd_wrong_subset,0.00014,2,rite,bit,0,2,1,1,1,3,2.795,D:\audio_adv_experiment\datasets\TORGO.F\F04\Session2\wav_headMic\0240.wav,rite,bit,2,3
F04,dev,240,right,pgd_wrong_subset,0.00014,3,rite,bit,0,2,1,1,1,3,2.795,D:\audio_adv_experiment\datasets\TORGO.F\F04\Session2\wav_headMic\0240.wav,rite,bit,2,3
F04,dev,240,right,pgd_wrong_subset,0.00016,2,rite,bit,0,2,1,1,1,3,2.795,D:\audio_adv_experiment\datasets\TORGO.F\F04\Session2\wav_headMic\0240.wav,rite,bit,2,3
F04,dev,240,right,pgd_wrong_subset,0.00016,3,rite,bit,0,2,1,1,1,3,2.795,D:\audio_adv_experiment\datasets\TORGO.F\F04\Session2\wav_headMic\0240.wav,rite,bit,2,3
F04,dev,240,right,pgd_wrong_subset,0.00018,2,rite,bit,0,2,1,1,1,3,2.795,D:\audio_adv_experiment\datasets\TORGO.F\F04\Session2\wav_headMic\0240.wav,rite,bit,2,3
F04,dev,240,right,pgd_wrong_subset,0.00018,3,rite,bit,0,2,1,1,1,3,2.795,D:\audio_adv_experiment\datasets\TORGO.F\F04\Session2\wav_headMic\0240.wav,rite,bit,2,3
F04,dev,240,right,pgd_wrong_subset,0.0002,2,rite,bit,0,2,1,1,1,3,2.795,D:\audio_adv_experiment\datasets\TORGO.F\F04\Session2\wav_headMic\0240.wav,rite,bit,2,3
F04,dev,240,right,pgd_wrong_subset,0.0002,3,rite,bit,0,2,1,1,1,3,2.795,D:\audio_adv_experiment\datasets\TORGO.F\F04\Session2\wav_headMic\0240.wav,rite,bit,2,3
M01,test,47,park,baseline_wrong,0,0,bark,dark,0,2,1,1,1,1,2.885,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0047.wav,,,,
M01,test,47,park,pgd_wrong_subset,8e-05,2,bark,dark,0,2,1,1,1,1,2.885,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0047.wav,bark,dark,2,1
M01,test,47,park,pgd_wrong_subset,8e-05,3,bark,dark,0,2,1,1,1,1,2.885,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0047.wav,bark,dark,2,1
M01,test,47,park,pgd_wrong_subset,0.0001,2,bark,dark,0,2,1,1,1,1,2.885,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0047.wav,bark,dark,2,1
M01,test,47,park,pgd_wrong_subset,0.0001,3,barg,dark,0,2,1,1,1,2,2.885,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0047.wav,bark,dark,2,1
M01,test,47,park,pgd_wrong_subset,0.00012,2,bark,dark,0,2,1,1,1,1,2.885,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0047.wav,bark,dark,2,1
M01,test,47,park,pgd_wrong_subset,0.00012,3,barg,dark,0,2,1,1,1,2,2.885,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0047.wav,bark,dark,2,1
M01,test,47,park,pgd_wrong_subset,0.00014,2,bork,dark,0,2,1,1,1,2,2.885,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0047.wav,bark,dark,2,1
M01,test,47,park,pgd_wrong_subset,0.00014,3,barg,dark,0,2,1,1,1,2,2.885,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0047.wav,bark,dark,2,1
M01,test,47,park,pgd_wrong_subset,0.00016,2,bok,bit,0,4,0,1,1,3,2.885,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0047.wav,bark,dark,2,1
M01,test,47,park,pgd_wrong_subset,0.00016,3,barg,dark,0,2,1,1,1,2,2.885,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0047.wav,bark,dark,2,1
M01,test,47,park,pgd_wrong_subset,0.00018,2,brok,bit,0,4,0,1,1,3,2.885,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0047.wav,bark,dark,2,1
M01,test,47,park,pgd_wrong_subset,0.00018,3,barg,dark,0,2,1,1,1,2,2.885,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0047.wav,bark,dark,2,1
M01,test,47,park,pgd_wrong_subset,0.0002,2,bark,dark,0,2,1,1,1,1,2.885,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0047.wav,bark,dark,2,1
M01,test,47,park,pgd_wrong_subset,0.0002,3,bork,dark,0,2,1,1,1,2,2.885,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0047.wav,bark,dark,2,1
M01,test,68,right,baseline_wrong,0,0,rump,sip,0,6,0,0,1,4,3.64,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0068.wav,,,,
M01,test,68,right,pgd_wrong_subset,8e-05,2,rap,sip,0,7,0,0,1,4,3.64,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0068.wav,rump,sip,6,4
M01,test,68,right,pgd_wrong_subset,8e-05,3,ranp,dark,0,6,0,0,1,4,3.64,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0068.wav,rump,sip,6,4
M01,test,68,right,pgd_wrong_subset,0.0001,2,rant,bit,0,5,0,1,1,3,3.64,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0068.wav,rump,sip,6,4
M01,test,68,right,pgd_wrong_subset,0.0001,3,ran,bit,0,7,0,0,1,4,3.64,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0068.wav,rump,sip,6,4
M01,test,68,right,pgd_wrong_subset,0.00012,2,rat,bit,0,5,0,1,1,3,3.64,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0068.wav,rump,sip,6,4
M01,test,68,right,pgd_wrong_subset,0.00012,3,rump,sip,0,6,0,0,1,4,3.64,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0068.wav,rump,sip,6,4
M01,test,68,right,pgd_wrong_subset,0.00014,2,rant,bit,0,5,0,1,1,3,3.64,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0068.wav,rump,sip,6,4
M01,test,68,right,pgd_wrong_subset,0.00014,3,rat,bit,0,5,0,1,1,3,3.64,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0068.wav,rump,sip,6,4
M01,test,68,right,pgd_wrong_subset,0.00016,2,rant,bit,0,5,0,1,1,3,3.64,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0068.wav,rump,sip,6,4
M01,test,68,right,pgd_wrong_subset,0.00016,3,rant,bit,0,5,0,1,1,3,3.64,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0068.wav,rump,sip,6,4
M01,test,68,right,pgd_wrong_subset,0.00018,2,rant,bit,0,5,0,1,1,3,3.64,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0068.wav,rump,sip,6,4
M01,test,68,right,pgd_wrong_subset,0.00018,3,rump,sip,0,6,0,0,1,4,3.64,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0068.wav,rump,sip,6,4
M01,test,68,right,pgd_wrong_subset,0.0002,2,rant,bit,0,5,0,1,1,3,3.64,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0068.wav,rump,sip,6,4
M01,test,68,right,pgd_wrong_subset,0.0002,3,ranp,dark,0,6,0,0,1,4,3.64,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0068.wav,rump,sip,6,4
M01,test,88,spark,baseline_wrong,0,0,urk,dark,0,6,0,0,1,3,3.4600625,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0088.wav,,,,
M01,test,88,spark,pgd_wrong_subset,8e-05,2,r,no,0,9,0,0,1,4,3.4600625,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0088.wav,urk,dark,6,3
M01,test,88,spark,pgd_wrong_subset,8e-05,3,ar,dark,0,6,0,0,1,3,3.4600625,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0088.wav,urk,dark,6,3
M01,test,88,spark,pgd_wrong_subset,0.0001,2,r,no,0,9,0,0,1,4,3.4600625,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0088.wav,urk,dark,6,3
M01,test,88,spark,pgd_wrong_subset,0.0001,3,,no,0,10,0,0,1,5,3.4600625,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0088.wav,urk,dark,6,3
M01,test,88,spark,pgd_wrong_subset,0.00012,2,ark,dark,0,3,1,1,1,2,3.4600625,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0088.wav,urk,dark,6,3
M01,test,88,spark,pgd_wrong_subset,0.00012,3,r,no,0,9,0,0,1,4,3.4600625,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0088.wav,urk,dark,6,3
M01,test,88,spark,pgd_wrong_subset,0.00014,2,r,no,0,9,0,0,1,4,3.4600625,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0088.wav,urk,dark,6,3
M01,test,88,spark,pgd_wrong_subset,0.00014,3,r,no,0,9,0,0,1,4,3.4600625,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0088.wav,urk,dark,6,3
M01,test,88,spark,pgd_wrong_subset,0.00016,2,ark,dark,0,3,1,1,1,2,3.4600625,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0088.wav,urk,dark,6,3
M01,test,88,spark,pgd_wrong_subset,0.00016,3,ar,dark,0,6,0,0,1,3,3.4600625,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0088.wav,urk,dark,6,3
M01,test,88,spark,pgd_wrong_subset,0.00018,2,arc,dark,0,6,0,0,1,3,3.4600625,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0088.wav,urk,dark,6,3
M01,test,88,spark,pgd_wrong_subset,0.00018,3,ar,dark,0,6,0,0,1,3,3.4600625,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0088.wav,urk,dark,6,3
M01,test,88,spark,pgd_wrong_subset,0.0002,2,r,no,0,9,0,0,1,4,3.4600625,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0088.wav,urk,dark,6,3
M01,test,88,spark,pgd_wrong_subset,0.0002,3,,no,0,10,0,0,1,5,3.4600625,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0088.wav,urk,dark,6,3
M01,test,89,spark,baseline_wrong,0,0,he brak,dark,0,3,1,1,1,5,4.545,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0089.wav,,,,
M01,test,89,spark,pgd_wrong_subset,8e-05,2,he brak,dark,0,3,1,1,1,5,4.545,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0089.wav,he brak,dark,3,5
M01,test,89,spark,pgd_wrong_subset,8e-05,3,he brak,dark,0,3,1,1,1,5,4.545,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0089.wav,he brak,dark,3,5
M01,test,89,spark,pgd_wrong_subset,0.0001,2,he brak,dark,0,3,1,1,1,5,4.545,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0089.wav,he brak,dark,3,5
M01,test,89,spark,pgd_wrong_subset,0.0001,3,he brak,dark,0,3,1,1,1,5,4.545,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0089.wav,he brak,dark,3,5
M01,test,89,spark,pgd_wrong_subset,0.00012,2,he brak,dark,0,3,1,1,1,5,4.545,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0089.wav,he brak,dark,3,5
M01,test,89,spark,pgd_wrong_subset,0.00012,3,he brak,dark,0,3,1,1,1,5,4.545,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0089.wav,he brak,dark,3,5
M01,test,89,spark,pgd_wrong_subset,0.00014,2,he brak,dark,0,3,1,1,1,5,4.545,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0089.wav,he brak,dark,3,5
M01,test,89,spark,pgd_wrong_subset,0.00014,3,he brak,dark,0,3,1,1,1,5,4.545,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0089.wav,he brak,dark,3,5
M01,test,89,spark,pgd_wrong_subset,0.00016,2,fe brak,dark,0,4,0,1,1,5,4.545,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0089.wav,he brak,dark,3,5
M01,test,89,spark,pgd_wrong_subset,0.00016,3,he brak,dark,0,3,1,1,1,5,4.545,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0089.wav,he brak,dark,3,5
M01,test,89,spark,pgd_wrong_subset,0.00018,2,fe brak,dark,0,4,0,1,1,5,4.545,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0089.wav,he brak,dark,3,5
M01,test,89,spark,pgd_wrong_subset,0.00018,3,fe brak,dark,0,4,0,1,1,5,4.545,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0089.wav,he brak,dark,3,5
M01,test,89,spark,pgd_wrong_subset,0.0002,2,fe brak,dark,0,4,0,1,1,5,4.545,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0089.wav,he brak,dark,3,5
M01,test,89,spark,pgd_wrong_subset,0.0002,3,fe brak,dark,0,4,0,1,1,5,4.545,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session1\wav_headMic\0089.wav,he brak,dark,3,5
M01,test,12,sip,baseline_wrong,0,0,hy,no,0,3,1,1,1,3,1.646875,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session2_3\wav_headMic\0012.wav,,,,
M01,test,12,sip,pgd_wrong_subset,8e-05,2,te,no,0,4,0,1,1,3,1.646875,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session2_3\wav_headMic\0012.wav,hy,no,3,3
M01,test,12,sip,pgd_wrong_subset,8e-05,3,he,no,0,5,0,1,1,3,1.646875,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session2_3\wav_headMic\0012.wav,hy,no,3,3
M01,test,12,sip,pgd_wrong_subset,0.0001,2,terc,dark,0,7,0,0,1,4,1.646875,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session2_3\wav_headMic\0012.wav,hy,no,3,3
M01,test,12,sip,pgd_wrong_subset,0.0001,3,sip,sip,1,1,1,1,1,0,1.646875,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session2_3\wav_headMic\0012.wav,hy,no,3,3
M01,test,12,sip,pgd_wrong_subset,0.00012,2,ter,yes,0,6,0,0,1,3,1.646875,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session2_3\wav_headMic\0012.wav,hy,no,3,3
M01,test,12,sip,pgd_wrong_subset,0.00012,3,terc,dark,0,7,0,0,1,4,1.646875,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session2_3\wav_headMic\0012.wav,hy,no,3,3
M01,test,12,sip,pgd_wrong_subset,0.00014,2,zep,sip,1,1,1,1,1,2,1.646875,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session2_3\wav_headMic\0012.wav,hy,no,3,3
M01,test,12,sip,pgd_wrong_subset,0.00014,3,sik,sip,1,1,1,1,1,1,1.646875,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session2_3\wav_headMic\0012.wav,hy,no,3,3
M01,test,12,sip,pgd_wrong_subset,0.00016,2,zep,sip,1,1,1,1,1,2,1.646875,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session2_3\wav_headMic\0012.wav,hy,no,3,3
M01,test,12,sip,pgd_wrong_subset,0.00016,3,sok,no,0,2,1,1,1,2,1.646875,D:\audio_adv_experiment\datasets\TORGO.M\M01\Session2_3\wav_headMic\0012.wav,hy,no,3,3
